Name,Country,Date of Birth,Height,Appearance,Wins,Losses,Goal,Assist,Goals Per Game,Headed Goals,Goals With Right Foot,Goals With Left Foot,Penalty Goals,Free Kick Goals,Shots,Shots On Target,Shooting Accuracy Rate,Hit Woodwork,Big Chance Missed,Total Passes,Total Passes Per Game,Big Chance Created,Crosses,Cross Accuracy Rate,Through Balls,Accurate Long Balls,Yellow Cards,Red Cards,Fouls,Offsides,Tackles,Tackle Success Rate,Blocked shots,Interceptions,Clearances,Headed Clearance,Recoveries,Duels Won,Duels Lost,Successful 50/50s,Aerial Battles Won,Aerial Battles Lost,Errors Leading To Goal
Aiden O'Neill,Australia,04/07/1998,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Pedro Obiang,Equatorial Guinea,27/03/1992,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nnamdi Ofoborh,Nigeria,07/11/1999,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Sheyi Ojo,England,19/06/1997,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
James Olayinka,England,05/10/2000,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Josh Onomah,England,27/04/1997,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben Osborn,England,05/08/1994,176,13,8,2,0,0,0,0,0,0,0,0,3,1,33%,0,0,231,17.77,1,16,19%,0,8,0,0,9,1,15,67%,1,6,6,2,43,31,35,4,6,9,0
Owen Otasowie,United States,06/01/2001,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Reece Oxford,England,16/12/1998,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alex Oxlade-Chamberlain,England,15/08/1993,180,30,24,3,4,1,0.13,0,4,0,0,0,40,10,25%,1,0,701,23.37,0,46,15%,4,42,1,0,17,2,18,50%,18,22,8,1,79,75,103,29,14,29,0
Mesut Özil,Germany,15/10/1988,180,18,5,4,1,2,0.06,0,0,1,0,0,9,3,33%,0,1,836,46.44,1,72,28%,2,21,1,0,14,6,17,47%,4,5,1,0,71,52,65,16,1,4,0
Kasey Palmer,England,09/11/1996,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mario Pasalic,Croatia,09/02/1995,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Alfie Payne,England,07/10/1999,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Terell Pennant,England,14/09/2002,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Roberto Pereyra,Argentina,07/01/1991,182,28,5,13,3,0,0.11,0,2,1,1,0,21,9,43%,0,2,613,21.89,1,32,19%,0,12,4,0,21,5,20,40%,8,14,5,3,98,78,120,20,5,22,0
Taylor Perry,England,15/07/2001,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Paul Pogba,France,15/03/1993,191,16,8,2,1,3,0.06,0,1,0,0,0,22,8,36%,0,3,1034,64.63,3,6,17%,10,94,1,0,26,2,20,45%,5,7,10,7,109,94,85,27,29,11,1
Pote,Portugal,28/06/1998,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ian Poveda-Ocampo,England,09/02/2000,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joe Powell,England,30/10/1998,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dennis Praet,Belgium,14/05/1994,181,27,11,11,1,2,0.04,0,1,0,0,0,16,3,19%,1,0,521,19.3,3,21,10%,2,21,2,0,18,1,33,55%,8,17,12,5,74,63,80,12,6,13,0
Davy Pröpper,Netherlands,02/09/1991,185,35,8,13,1,2,0.03,1,0,0,0,0,29,8,28%,0,2,1784,50.97,4,39,13%,3,70,4,0,31,0,64,55%,10,38,33,15,236,156,146,46,28,22,2
Arnau Puigmal,Spain,10/01/2001,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Christian Pulisic,United States,18/09/1998,172,25,13,9,9,4,0.36,2,4,3,0,0,63,26,41%,1,8,668,26.72,6,35,11%,4,19,0,0,14,3,23,48%,15,6,7,4,79,128,190,55,20,45,0
Jason David Ian Puncheon,England,18/06/1986,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ignacio Pussetto,Argentina,21/12/1995,180,7,1,4,0,0,0,0,0,0,0,0,0,0,0%,0,0,29,4.14,0,4,25%,0,2,1,0,3,0,7,57%,0,3,3,1,10,12,16,2,1,4,0
Rafael Camacho,Portugal,22/05/2000,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Aaron Ramsey,Wales,26/12/1990,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nathan Redmond,England,06/03/1994,173,32,13,13,4,4,0.13,0,3,1,0,0,59,21,36%,2,3,1021,31.91,6,41,17%,4,38,2,0,23,5,49,59%,14,16,10,1,203,176,196,79,18,45,0
Harrison Reed,England,27/01/1995,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Declan Rice,England,14/01/1999,185,38,10,19,1,3,0.03,0,1,0,0,0,31,9,29%,2,1,1733,45.61,1,28,39%,1,128,6,0,41,2,116,52%,8,77,51,24,312,223,161,49,52,34,0
Taylor Richards,England,04/12/2000,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Matt Ritchie,Scotland,10/09/1989,172,18,4,8,2,1,0.11,0,0,2,0,0,26,8,31%,1,1,526,29.22,4,99,29%,0,23,4,0,26,0,22,68%,9,14,27,14,78,67,67,8,21,19,0
Rodrigo,Spain,22/06/1996,191,35,24,8,3,2,0.09,1,2,0,0,0,24,9,38%,0,0,2579,73.69,3,8,25%,2,171,8,0,43,0,50,60%,4,26,32,19,228,170,141,31,57,30,0
Jack Rodwell,England,11/03/1991,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,2,2,0,0,0%,0,0,0,0,0,0,0,0%,0,0,1,0,1,0,1,0,0,1,0
Jack Roles,Cyprus,26/02/1999,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Oriol Romeu,Spain,24/09/1991,183,30,13,12,0,0,0,0,0,0,0,0,8,0,0%,0,0,1076,35.87,4,6,50%,1,46,5,0,39,1,55,64%,5,34,30,11,152,126,130,13,42,39,0
Rúben Neves,Portugal,13/03/1997,180,38,15,9,2,2,0.05,0,2,0,0,0,61,10,16%,2,0,2023,53.24,3,34,24%,8,222,9,0,29,0,62,53%,23,56,31,12,303,128,120,22,29,27,0
Lukas Rupp,Germany,08/01/1991,178,12,2,9,0,0,0,0,0,0,0,0,4,2,50%,0,1,265,22.08,1,3,0%,2,4,1,0,10,0,15,60%,1,15,2,1,56,30,56,4,5,14,0
Will Russ,Wales,08/11/2002,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Romain Saïss,Morocco,26/03/1990,190,33,14,9,2,1,0.06,1,0,1,0,0,24,8,33%,0,5,1628,49.33,2,9,11%,1,134,10,1,43,2,55,69%,5,55,121,66,185,205,132,7,120,68,0
Henri Saivet,Senegal,26/10/1990,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Bukayo Saka,England,05/09/2001,178,26,9,7,1,5,0.04,0,0,1,0,0,13,4,31%,1,1,675,25.96,6,67,,,,6,0,22,10,36,,4,12,11,6,,,,,,,
Bakary Sako,Mali,26/04/1988,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Max Sanders,England,04/01/1999,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Christian Saydee,England,10/05/2002,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Morgan Schneiderlin,France,08/11/1989,181,15,4,9,0,0,0,0,0,0,0,0,6,0,0%,0,0,561,37.4,0,8,13%,1,54,4,1,18,0,31,71%,1,21,19,9,55,52,48,3,17,11,0
Sean Longstaff,England,30/10/1997,180,23,7,11,1,1,0.04,0,0,1,0,0,25,7,28%,0,0,631,27.43,2,33,24%,1,34,2,1,17,0,35,54%,7,19,20,7,73,85,93,7,17,21,1
Ken Sema,Sweden,30/09/1993,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Meritan Shabani,Germany,15/03/1999,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,Switzerland,10/10/1991,169,7,6,1,1,0,0.14,0,0,1,0,0,4,1,25%,0,0,97,13.86,0,6,50%,0,8,0,0,1,1,1,0%,2,0,0,0,15,9,14,2,3,4,0
Jonjo Shelvey,England,27/02/1992,184,26,9,10,6,2,0.23,1,4,1,0,1,45,14,31%,2,1,1044,40.15,7,89,25%,5,143,3,0,19,1,29,66%,15,23,35,20,139,67,78,15,17,13,0
Gylfi Sigurdsson,Iceland,08/09/1989,186,35,13,15,2,3,0.06,0,2,0,1,0,46,14,30%,1,3,1019,29.11,5,131,28%,3,47,3,0,34,2,50,52%,20,37,15,3,147,103,147,16,14,24,1
David Silva,Spain,08/01/1986,173,27,19,5,6,10,0.22,0,1,5,0,2,47,18,38%,1,4,1483,54.93,11,33,9%,12,30,0,0,20,3,26,54%,15,13,5,1,86,86,85,33,7,20,0
Josh Sims,England,28/03/1997,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Moussa Sissoko,France,16/08/1989,187,29,13,8,2,1,0.07,0,2,0,0,0,15,4,27%,1,3,1246,42.97,1,23,9%,3,36,8,0,44,2,39,64%,3,27,35,15,204,121,144,40,26,26,0
Melvin Sitti,France,14/02/2000,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Oliver Skipp,England,16/09/2000,175,7,4,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,38,5.43,0,0,0%,0,2,0,0,1,0,2,100%,0,0,0,0,5,2,7,0,0,2,0
Regan Slater,England,11/09/1999,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Callum Slattery,England,08/02/1999,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
William Smallbone,Ireland,21/02/2000,173,9,5,1,0,2,0,0,0,0,0,0,6,0,0%,1,0,206,22.89,0,5,,,,0,0,2,0,10,,2,1,1,1,,,,,,,
Emile Smith Rowe,England,28/07/2000,182,2,0,1,0,0,0,0,0,0,0,0,0,0,0%,0,0,35,17.5,0,1,0%,0,0,0,0,0,0,1,100%,0,1,2,2,5,4,4,2,0,0,0
Robert Snodgrass,Scotland,07/09/1987,182,24,6,14,5,5,0.21,0,0,5,0,0,21,10,48%,1,2,505,21.04,5,136,29%,3,17,4,0,20,4,29,55%,5,4,11,8,101,94,118,19,15,27,0
Tomas Soucek,Czech Republic,27/02/1995,192,13,3,6,3,0,0.23,2,0,1,0,0,20,8,40%,0,3,394,30.31,0,2,0%,0,15,0,0,11,0,29,52%,4,22,34,21,48,108,69,0,71,40,0
Jack Spong,England,04/02/2002,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Junior Stanislas,England,26/11/1989,183,15,2,11,3,0,0.2,0,3,0,1,0,18,7,39%,1,0,261,17.4,0,37,19%,2,4,1,0,5,1,10,70%,7,4,5,3,43,33,32,11,8,8,0
Dale Stephens,England,12/06/1989,169,33,9,14,0,1,0,0,0,0,0,0,19,2,11%,0,0,1675,50.76,2,4,0%,3,110,8,0,42,0,73,60%,6,58,39,25,230,108,129,10,19,22,0
Marco Stiepermann,Germany,09/02/1991,190,24,3,18,0,0,0,0,0,0,0,0,19,6,32%,1,0,404,16.83,1,6,0%,5,9,6,0,22,0,20,40%,7,5,16,12,56,67,127,17,15,56,0
Denis Suárez,Spain,06/01/1994,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Andrew Surman,England,20/08/1986,178,5,2,3,0,0,0,0,0,0,0,0,1,0,0%,0,0,127,25.4,0,3,67%,0,6,1,0,1,0,4,50%,1,1,4,3,18,9,11,0,4,6,0
Nathan Tella,England,05/07/1999,173,1,1,0,0,0,0,0,0,0,0,0,1,1,100%,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,2,1,0,1,1,0
Alexander Tettey,Norway,04/04/1986,180,30,5,20,1,1,0.03,0,0,1,0,0,23,4,17%,2,0,1293,43.1,1,4,25%,1,47,5,0,21,0,23,78%,10,43,67,28,165,80,89,15,36,29,0
Youri Tielemans,Belgium,07/05/1997,176,37,17,12,3,6,0.08,0,2,1,0,0,56,13,23%,1,1,1780,48.11,8,81,19%,13,99,2,0,32,1,52,56%,21,22,12,4,188,155,156,29,26,30,0
Tom Dele-Bashiru,Nigeria,17/09/1999,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lucas Torreira,Uruguay,11/02/1996,168,29,10,6,1,1,0.03,0,1,0,0,0,21,6,29%,0,1,903,31.14,0,12,25%,2,34,7,0,24,0,31,52%,4,34,22,10,107,101,81,17,11,21,0
Andros Townsend,England,16/07/1991,181,24,7,13,1,1,0.04,0,0,1,0,0,12,5,42%,0,0,393,16.38,3,67,24%,1,11,0,0,9,1,34,62%,4,15,6,2,97,102,92,38,5,11,1
Trézéguet,Egypt,01/10/1994,180,34,8,19,6,1,0.18,0,5,1,0,0,50,17,34%,2,3,364,10.71,0,67,16%,0,9,2,1,35,6,38,42%,22,25,14,9,79,128,166,30,29,44,0
Tom Trybull,Germany,09/03/1993,181,16,2,10,0,0,0,0,0,0,0,0,11,2,18%,0,0,615,38.44,0,0,0%,0,27,2,0,26,2,39,64%,3,16,32,14,63,79,92,6,24,15,0
Aaron Tshibola,The Democratic Republic Of Congo,02/01/1995,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marco van Ginkel,Netherlands,01/12/1992,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nikola Vlasic,Croatia,04/10/1997,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mario Vrancic,Bosnia And Herzegovina,23/05/1989,187,20,1,15,1,0,0.05,0,1,0,0,0,14,3,21%,0,2,452,22.6,1,6,0%,3,16,3,0,13,1,27,59%,5,10,3,2,46,53,46,5,8,9,1
Matej Vydra,Czech Republic,01/05/1992,180,19,6,7,2,1,0.11,0,1,1,0,0,18,10,56%,1,7,136,7.16,1,3,0%,2,0,0,0,1,3,4,75%,1,1,6,4,16,41,70,6,19,47,0
Victor Wanyama,Kenya,25/06/1991,188,2,1,1,0,0,0,0,0,0,0,0,0,0,0%,0,0,19,9.5,0,0,0%,0,1,1,0,1,0,0,0%,0,0,0,0,4,3,1,1,1,0,0
James Ward-Prowse,England,01/11/1994,173,38,15,16,5,3,0.13,0,4,1,1,2,57,26,46%,1,5,1666,43.84,7,267,22%,2,81,9,0,57,0,92,52%,14,60,71,38,249,218,202,14,73,65,0
Elliot Watt,Scotland,11/03/2000,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ashley Westwood,England,01/04/1990,175,35,15,11,2,6,0.06,0,2,0,0,0,13,3,23%,0,0,1741,49.74,11,146,27%,4,116,9,0,33,1,54,61%,5,32,26,8,262,110,112,8,16,26,0
Glenn Whelan,Ireland,13/01/1984,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Georginio Wijnaldum,Netherlands,11/11/1990,175,37,31,3,4,0,0.11,1,3,0,0,0,36,15,42%,0,2,1625,43.92,0,5,20%,0,41,0,0,15,1,38,53%,5,17,33,18,189,141,158,41,30,51,0
Joe Williams,England,08/12/1996,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joseph Willock,England,20/08/1999,179,29,10,10,1,1,0.03,0,1,0,0,0,15,5,33%,0,2,343,11.83,1,9,22%,2,13,2,0,10,0,25,64%,3,4,9,4,62,67,63,21,8,14,0
Jack Wilshere,England,01/01/1992,172,8,3,3,0,0,0,0,0,0,0,0,0,0,0%,0,0,75,9.38,0,0,0%,0,1,0,0,1,0,1,0%,0,1,0,0,11,16,18,1,6,1,0
Harry Winks,England,02/02/1996,178,31,15,8,0,0,0,0,0,0,0,0,14,2,14%,0,0,1694,54.65,1,28,21%,5,78,9,0,24,0,40,60%,4,36,30,9,162,92,90,15,14,8,0
Henry Wise,England,01/01/2000,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ben Woodburn,Wales,15/10/1999,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Callum Wright,England,02/05/2000,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Granit Xhaka,Switzerland,27/09/1992,185,31,13,6,1,2,0.03,0,0,1,0,0,11,3,27%,0,0,1903,61.39,1,16,19%,4,126,10,0,56,0,45,56%,3,21,55,36,195,147,158,25,45,55,0
Oleksandr Zinchenko,Ukraine,15/12/1996,175,19,12,6,0,0,0,0,0,0,0,0,16,3,19%,0,0,1210,63.68,2,52,25%,1,32,0,1,13,1,31,61%,7,17,19,13,82,62,64,3,26,22,1
